state,lga,category,total_amount,transaction_count
Lagos,Eti-Osa,Healthcare,2314361563.4291997,938
Lagos,Eti-Osa,Insurance,2193552433.4632444,904
Lagos,Eti-Osa,Investment,2438834345.962131,927
Lagos,Eti-Osa,Medicals,2425010942.011587,974
Lagos,Eti-Osa,Rent,2291849994.438201,929
Lagos,Eti-Osa,Restaurant,2279660091.666836,949
Lagos,Eti-Osa,Salary,2475149083.563219,972
Lagos,Eti-Osa,Transportation,2316464022.9715147,947
Lagos,Ifako-Ijaiye,Clothing,2391437222.1738973,976
Lagos,Ifako-Ijaiye,Debt Repayment,2345026071.835324,945
Lagos,Ifako-Ijaiye,Education,2466848372.9389553,981
Lagos,Ifako-Ijaiye,Entertainment,2443553241.0161314,976
Lagos,Ifako-Ijaiye,Food,2478781827.5510287,975
Lagos,Ifako-Ijaiye,Gift,2468878203.7727437,964
Lagos,Ifako-Ijaiye,Healthcare,2354309824.3662205,925
Lagos,Ifako-Ijaiye,Insurance,2519741564.6053915,987
Lagos,Ifako-Ijaiye,Investment,2287857807.990373,910
Lagos,Ifako-Ijaiye,Medicals,2387277477.386827,936
Lagos,Ifako-Ijaiye,Rent,2493893352.7218776,1007
Lagos,Ifako-Ijaiye,Restaurant,2460673935.0668373,984
Lagos,Ifako-Ijaiye,Salary,2384588861.3013678,958
Lagos,Ifako-Ijaiye,Transportation,2434403207.582326,963
Lagos,Ikeja,Clothing,2409600397.535898,966
Lagos,Ikeja,Debt Repayment,2308690394.9043446,947
Lagos,Ikeja,Education,2273060795.7827425,930
Lagos,Ikeja,Entertainment,2509304096.9021397,1009
Lagos,Ikeja,Food,2395195380.0757217,953
Lagos,Ikeja,Gift,2550526040.792536,974
Lagos,Ikeja,Healthcare,2498743051.110454,1009
Lagos,Ikeja,Insurance,2538416744.852834,1000
Lagos,Ikeja,Investment,2455365642.0522785,960
Lagos,Ikeja,Medicals,2464748528.805152,983
Lagos,Ikeja,Rent,2503189317.844992,989
Lagos,Ikeja,Restaurant,2261790812.221467,940
Lagos,Ikeja,Salary,2377820313.1473885,955
Lagos,Ikeja,Transportation,2413636018.942156,995
Lagos,Kosofe,Clothing,2395494970.5216274,984
Lagos,Kosofe,Debt Repayment,2428753507.803899,930
Lagos,Kosofe,Education,2431586503.674228,962
Lagos,Kosofe,Entertainment,2466204345.867124,988
Lagos,Kosofe,Food,2460989781.5859914,968
Lagos,Kosofe,Gift,2680120469.949696,1027
Lagos,Kosofe,Healthcare,2463957557.599498,981
Lagos,Kosofe,Insurance,2424218331.0714,950
Lagos,Kosofe,Investment,2300028508.7975125,939
Lagos,Kosofe,Medicals,2362749632.395719,935
Lagos,Kosofe,Rent,2576174759.5471783,1031
Lagos,Kosofe,Restaurant,2522019345.715845,990
Lagos,Kosofe,Salary,2254793441.6083865,920
Lagos,Kosofe,Transportation,2300025603.129305,949
Lagos,Lagos Island,Clothing,2454831846.8265276,996
Lagos,Lagos Island,Debt Repayment,2264998856.133274,941
Lagos,Lagos Island,Education,2564613106.4650745,991
Lagos,Lagos Island,Entertainment,2452146116.927892,982
Lagos,Lagos Island,Food,2209357822.336519,905
Lagos,Lagos Island,Gift,2280972580.711834,903
Lagos,Lagos Island,Healthcare,2154522906.7676997,845
Lagos,Lagos Island,Insurance,2350035068.186691,941
Lagos,Lagos Island,Investment,2398004037.875237,944
Lagos,Lagos Island,Medicals,2353221403.276777,931
Lagos,Lagos Island,Rent,2362664218.2708216,937
Lagos,Lagos Island,Restaurant,2165570736.1266227,884
Lagos,Lagos Island,Salary,2234691201.988411,893
Lagos,Lagos Island,Transportation,2365329604.346966,921
Lagos,Mushin,Clothing,2526565270.5564327,982
Lagos,Mushin,Debt Repayment,2493053896.589756,985
Lagos,Mushin,Education,2471700395.7932067,979
Lagos,Mushin,Entertainment,2395075931.205099,969
Lagos,Mushin,Food,2330932562.177631,941
Lagos,Mushin,Gift,2404296980.232453,950
Lagos,Mushin,Healthcare,2354653241.5563054,963
Lagos,Mushin,Insurance,2334651979.020315,941
Lagos,Mushin,Investment,2345221870.159323,958
Lagos,Mushin,Medicals,2327531899.5064454,934
Lagos,Mushin,Rent,2351294839.874507,902
Lagos,Mushin,Restaurant,2326360860.418646,941
Lagos,Mushin,Salary,2399630619.1130567,948
Lagos,Mushin,Transportation,2333402996.6278315,919
Lagos,Oshodi-Isolo,Clothing,2490736041.031998,959
Lagos,Oshodi-Isolo,Debt Repayment,2461180842.5739393,972
Lagos,Oshodi-Isolo,Education,2360664742.0231795,924
Lagos,Oshodi-Isolo,Entertainment,2379217953.8692517,966
Lagos,Oshodi-Isolo,Food,2343850198.3399053,955
Lagos,Oshodi-Isolo,Gift,2427267588.8899913,916
Lagos,Oshodi-Isolo,Healthcare,2419333603.776841,991
Lagos,Oshodi-Isolo,Insurance,2415422828.3566713,971
Lagos,Oshodi-Isolo,Investment,2438777000.114285,972
Lagos,Oshodi-Isolo,Medicals,2504297421.5536337,992
Lagos,Oshodi-Isolo,Rent,2396316196.817533,962
Lagos,Oshodi-Isolo,Restaurant,2481808555.3537464,979
Lagos,Oshodi-Isolo,Salary,2366484157.8140526,950
Lagos,Oshodi-Isolo,Transportation,2442173358.4926662,954
Lagos,Surulere,Clothing,2363554837.010244,939
Lagos,Surulere,Debt Repayment,2326894801.2586436,928
Lagos,Surulere,Education,2371799077.427103,950
Lagos,Surulere,Entertainment,2487564643.7411885,994
Lagos,Surulere,Food,2493900847.934474,981
Lagos,Surulere,Gift,2643341130.347255,1034
Lagos,Surulere,Healthcare,2280549290.741895,918
Lagos,Surulere,Insurance,2384056028.125116,939
Lagos,Surulere,Investment,2543861152.2081285,1001
Lagos,Surulere,Medicals,2488900988.559158,984
Lagos,Surulere,Rent,2431137777.847099,969
Lagos,Surulere,Restaurant,2389202164.126305,946
Lagos,Surulere,Salary,2258168182.607953,916
Lagos,Surulere,Transportation,2423035622.991573,922
Ogun,Abeokuta North,Clothing,2262337304.1114635,929
Ogun,Abeokuta North,Debt Repayment,2343273771.6323023,951
Ogun,Abeokuta North,Education,2138854502.1650093,892
Ogun,Abeokuta North,Entertainment,2268284610.4017134,891
Ogun,Abeokuta North,Food,2214125806.8441625,899
Ogun,Abeokuta North,Gift,2412396431.880617,961
Ogun,Abeokuta North,Healthcare,2283793855.8337913,918
Ogun,Abeokuta North,Insurance,2243725473.085465,906
Ogun,Abeokuta North,Investment,2390887932.496491,963
Ogun,Abeokuta North,Medicals,2439987132.2874465,975
Ogun,Abeokuta North,Rent,2270321025.532242,897
Ogun,Abeokuta North,Restaurant,2256667019.848571,907
Ogun,Abeokuta North,Salary,2266553403.556921,921
Ogun,Abeokuta North,Transportation,2330573092.2525034,950
Ogun,Abeokuta South,Clothing,2344915078.8272614,910
Ogun,Abeokuta South,Debt Repayment,2200146758.99707,903
Ogun,Abeokuta South,Education,2320343294.2693696,955
Ogun,Abeokuta South,Entertainment,2263004401.008708,892
Ogun,Abeokuta South,Food,2308525677.231552,940
Ogun,Abeokuta South,Gift,2323855904.9206047,914
Ogun,Abeokuta South,Healthcare,2445521884.4683332,969
Ogun,Abeokuta South,Insurance,2267417810.277077,898
Ogun,Abeokuta South,Investment,2533827415.2732825,1036
Ogun,Abeokuta South,Medicals,2264504797.2868357,912
Ogun,Abeokuta South,Rent,2374359687.849792,959
Ogun,Abeokuta South,Restaurant,2285501302.4423785,909
Ogun,Abeokuta South,Salary,2334036509.095393,951
Ogun,Abeokuta South,Transportation,2592426788.662403,1005
Ogun,Ijebu Ode,Clothing,2382509487.7591386,979
Ogun,Ijebu Ode,Debt Repayment,2509105602.4523764,1018
Ogun,Ijebu Ode,Education,2455133664.196407,988
Ogun,Ijebu Ode,Entertainment,2590529485.300217,1022
Ogun,Ijebu Ode,Food,2464811678.036967,1000
Ogun,Ijebu Ode,Gift,2542185035.1130157,981
Ogun,Ijebu Ode,Healthcare,2538791625.043089,1030
Ogun,Ijebu Ode,Insurance,2454878579.9831247,995
Ogun,Ijebu Ode,Investment,2375799850.7422748,990
Ogun,Ijebu Ode,Medicals,2376335525.608929,938
Ogun,Ijebu Ode,Rent,2381624014.842149,946
Ogun,Ijebu Ode,Restaurant,2405736210.207886,958
Ogun,Ijebu Ode,Salary,2413588689.733805,975
Ogun,Ijebu Ode,Transportation,2341470983.324164,946
Ogun,Sagamu,Clothing,2392107203.4632626,970
Ogun,Sagamu,Debt Repayment,2469008736.3187237,969
Ogun,Sagamu,Education,2167023228.766915,895
Ogun,Sagamu,Entertainment,2316892413.5370603,934
Ogun,Sagamu,Food,2477810354.415467,964
Ogun,Sagamu,Gift,2323107959.260135,888
Ogun,Sagamu,Healthcare,2428949751.6498814,955
Ogun,Sagamu,Insurance,2291952873.207428,948
Ogun,Sagamu,Investment,2422708008.0904117,968
Ogun,Sagamu,Medicals,2280355096.8331723,922
Ogun,Sagamu,Rent,2344613676.2235947,930
Ogun,Sagamu,Restaurant,2388333752.7732754,899
Ogun,Sagamu,Salary,2248540877.6739783,907
Ogun,Sagamu,Transportation,2348486148.8956676,943
Oyo,Akinyele,Clothing,2368341488.11322,948
Oyo,Akinyele,Debt Repayment,2368088201.541412,950
Oyo,Akinyele,Education,2383539275.880834,992
Oyo,Akinyele,Entertainment,2433579020.5258126,979
Oyo,Akinyele,Food,2500622420.272907,999
Oyo,Akinyele,Gift,2508720443.809215,1008
Oyo,Akinyele,Healthcare,2259386760.8137636,896
Oyo,Akinyele,Insurance,2373125730.734579,982
Oyo,Akinyele,Investment,2504623090.4908204,1006
Oyo,Akinyele,Medicals,2437504209.963211,963
Oyo,Akinyele,Rent,2354302895.780442,944
Oyo,Akinyele,Restaurant,2552360854.154492,1003
Oyo,Akinyele,Salary,2453305222.0341125,970
Oyo,Akinyele,Transportation,2265367534.552,926
Oyo,Egbeda,Clothing,2320175349.4181542,949
Oyo,Egbeda,Debt Repayment,2379827640.6115885,975
Oyo,Egbeda,Education,2414655633.079734,963
Oyo,Egbeda,Entertainment,2295861981.109811,928
Oyo,Egbeda,Food,2387317554.7174377,943
Oyo,Egbeda,Gift,2368554005.1573806,928
Oyo,Egbeda,Healthcare,2319364686.3214855,914
Oyo,Egbeda,Insurance,2331776252.1481295,940
Oyo,Egbeda,Investment,2335391360.9896383,909
Oyo,Egbeda,Medicals,2445166479.8724766,941
Oyo,Egbeda,Rent,2403152356.758036,958
Oyo,Egbeda,Restaurant,2422408249.8101177,955
Oyo,Egbeda,Salary,2533434391.306034,988
Oyo,Egbeda,Transportation,2182550047.1699944,872
Oyo,Ibadan North,Clothing,2304179242.3240056,929
Oyo,Ibadan North,Debt Repayment,2453601919.8542466,1011
Oyo,Ibadan North,Education,2356045098.9463744,942
Oyo,Ibadan North,Entertainment,2531795637.1363215,989
Oyo,Ibadan North,Food,2450892771.007632,1003
Oyo,Ibadan North,Gift,2498055059.753822,947
Oyo,Ibadan North,Healthcare,2484471530.107598,988
Oyo,Ibadan North,Insurance,2541168289.7268105,1014
Oyo,Ibadan North,Investment,2426997305.134895,976
Oyo,Ibadan North,Medicals,2444881110.6619453,990
Oyo,Ibadan North,Rent,2347787577.7140484,939
Oyo,Ibadan North,Restaurant,2446859377.2841873,958
Oyo,Ibadan North,Salary,2396065251.509053,969
Oyo,Ibadan North,Transportation,2340658553.9063225,908
Oyo,Ibadan South-West,Clothing,2382780804.5847607,944
Oyo,Ibadan South-West,Debt Repayment,2427395071.7483172,959
Oyo,Ibadan South-West,Education,2319970109.4521384,942
Oyo,Ibadan South-West,Entertainment,2304968298.9842334,942
Oyo,Ibadan South-West,Food,2339643409.955334,917
Oyo,Ibadan South-West,Gift,2372639096.897459,936
Oyo,Ibadan South-West,Healthcare,2400913371.039027,995
Oyo,Ibadan South-West,Insurance,2507201310.1835732,995
Oyo,Ibadan South-West,Investment,2414012061.9554305,967
Oyo,Ibadan South-West,Medicals,2380572598.8812246,972
Oyo,Ibadan South-West,Rent,2343067193.3003373,931
Oyo,Ibadan South-West,Restaurant,2390362228.8073077,965
Oyo,Ibadan South-West,Salary,2487139525.415099,982
Oyo,Ibadan South-West,Transportation,2330096106.3516335,945
Plateau,Barkin Ladi,Clothing,2359139253.203294,920
Plateau,Barkin Ladi,Debt Repayment,2410775188.0062294,961
Plateau,Barkin Ladi,Education,2404470171.3895617,915
Plateau,Barkin Ladi,Entertainment,2266853851.7122645,894
Plateau,Barkin Ladi,Food,2225340598.9130816,901
Plateau,Barkin Ladi,Gift,2469398582.8327236,957
Plateau,Barkin Ladi,Healthcare,2325012855.140103,895
Plateau,Barkin Ladi,Insurance,2273818968.474332,931
Plateau,Barkin Ladi,Investment,2296033548.836115,936
Plateau,Barkin Ladi,Medicals,2352054720.1846733,918
Plateau,Barkin Ladi,Rent,2153739413.6064386,854
Plateau,Barkin Ladi,Restaurant,2219145362.382563,887
Plateau,Barkin Ladi,Salary,2362054566.2630463,940
Plateau,Barkin Ladi,Transportation,2353880876.7941155,911
Plateau,Jos North,Clothing,2285619902.6188807,875
Plateau,Jos North,Debt Repayment,2510564128.8919163,990
Plateau,Jos North,Education,2357826555.20323,949
Plateau,Jos North,Entertainment,2362945711.6981864,964
Plateau,Jos North,Food,2243067324.2405896,907
Plateau,Jos North,Gift,2211821159.655915,887
Plateau,Jos North,Healthcare,2320161184.7376037,932
Plateau,Jos North,Insurance,2254500794.1608915,903
Plateau,Jos North,Investment,2450666638.3583484,963
Plateau,Jos North,Medicals,2066607663.5654175,845
Plateau,Jos North,Rent,2230010015.361369,912
Plateau,Jos North,Restaurant,2308291025.018061,933
Plateau,Jos North,Salary,2211347327.0643787,883
Plateau,Jos North,Transportation,2449842811.0062737,960
Plateau,Jos South,Clothing,2542250197.6593432,987
Plateau,Jos South,Debt Repayment,2436973913.39482,990
Plateau,Jos South,Education,2250512885.897698,923
Plateau,Jos South,Entertainment,2451446817.7855763,972
Plateau,Jos South,Food,2410811209.8994145,957
Plateau,Jos South,Gift,2476494522.6364756,977
Plateau,Jos South,Healthcare,2363333668.847258,976
Plateau,Jos South,Insurance,2525280419.5412393,1002
Plateau,Jos South,Investment,2373715178.835945,946
Plateau,Jos South,Medicals,2403049992.445562,933
Plateau,Jos South,Rent,2388354399.6213627,964
Plateau,Jos South,Restaurant,2422859572.079247,961
Plateau,Jos South,Salary,2426044562.659692,941
Plateau,Jos South,Transportation,2294315090.426545,933
Rivers,Eleme,Clothing,2327668987.2845545,940
Rivers,Eleme,Debt Repayment,2438121118.27175,981
Rivers,Eleme,Education,2320175001.4605246,928
Rivers,Eleme,Entertainment,2264647073.7810516,933
Rivers,Eleme,Food,2384565375.0566545,949
Rivers,Eleme,Gift,2517264488.381167,979
Rivers,Eleme,Healthcare,2417564484.214616,982
Rivers,Eleme,Insurance,2354058162.852184,942
Rivers,Eleme,Investment,2393400072.0328374,943
Rivers,Eleme,Medicals,2324493919.563339,892
Rivers,Eleme,Rent,2389076279.7707343,961
Rivers,Eleme,Restaurant,2464459085.665207,990
Rivers,Eleme,Salary,2178472804.540986,869
Rivers,Eleme,Transportation,2358131778.3488216,933
Rivers,Ikwerre,Clothing,2372189386.4646034,970
Rivers,Ikwerre,Debt Repayment,2335298236.6266356,965
Rivers,Ikwerre,Education,2515546937.5283833,995
Rivers,Ikwerre,Entertainment,2362519183.1801734,961
Rivers,Ikwerre,Food,2403827775.469844,955
Rivers,Ikwerre,Gift,2485405826.743046,970
Rivers,Ikwerre,Healthcare,2379330927.581846,947
Rivers,Ikwerre,Insurance,2375850527.5670304,929
Rivers,Ikwerre,Investment,2475002277.320551,975
Rivers,Ikwerre,Medicals,2443774573.1316233,971
Rivers,Ikwerre,Rent,2382727994.0818515,968
Rivers,Ikwerre,Restaurant,2419197461.5748873,962
Rivers,Ikwerre,Salary,2428444647.142671,964
Rivers,Ikwerre,Transportation,2183164591.872536,906
Rivers,Obio-Akpor,Clothing,2257654819.051811,903
Rivers,Obio-Akpor,Debt Repayment,2293060614.0050178,911
Rivers,Obio-Akpor,Education,2226514037.9829826,897
Rivers,Obio-Akpor,Entertainment,2269676608.939524,913
Rivers,Obio-Akpor,Food,2211231584.326114,891
Rivers,Obio-Akpor,Gift,2355251794.0321155,929
Rivers,Obio-Akpor,Healthcare,2342706522.7227674,916
Rivers,Obio-Akpor,Insurance,2390787050.4648137,915
Rivers,Obio-Akpor,Investment,2406579268.494985,978
Rivers,Obio-Akpor,Medicals,2365753868.150438,939
Rivers,Obio-Akpor,Rent,2353312143.683279,934
Rivers,Obio-Akpor,Restaurant,2336722265.064396,930
Rivers,Obio-Akpor,Salary,2336719807.0990663,901
Rivers,Obio-Akpor,Transportation,2419985663.343787,938
Rivers,Okrika,Clothing,2561734972.4456205,1001
Rivers,Okrika,Debt Repayment,2387137792.2401824,973
Rivers,Okrika,Education,2263691109.7492113,909
Rivers,Okrika,Entertainment,2369891470.31484,953
Rivers,Okrika,Food,2474308005.3845615,1005
Rivers,Okrika,Gift,2386041662.0708632,939
Rivers,Okrika,Healthcare,2292485719.39757,922
Rivers,Okrika,Insurance,2296049454.018872,936
Rivers,Okrika,Investment,2396980480.9197307,955
Rivers,Okrika,Medicals,2342288196.348766,925
Rivers,Okrika,Rent,2346608604.7075152,942
Rivers,Okrika,Restaurant,2491656204.7295604,1003
Rivers,Okrika,Salary,2432137528.499162,946
Rivers,Okrika,Transportation,2441339110.0323844,987
Rivers,Port Harcourt,Clothing,2346579197.790153,933
Rivers,Port Harcourt,Debt Repayment,2389855193.011634,927
Rivers,Port Harcourt,Education,2312549003.140171,948
Rivers,Port Harcourt,Entertainment,2403386097.977396,957
Rivers,Port Harcourt,Food,2557058586.9349337,1005
Rivers,Port Harcourt,Gift,2384851851.4577355,913
Rivers,Port Harcourt,Healthcare,2392889833.1894007,940
Rivers,Port Harcourt,Insurance,2404120409.8425756,967
Rivers,Port Harcourt,Investment,2366361742.17944,964
Rivers,Port Harcourt,Medicals,2390265407.9204874,924
Rivers,Port Harcourt,Rent,2258294888.572059,914
Rivers,Port Harcourt,Restaurant,2268988743.4934235,909
Rivers,Port Harcourt,Salary,2334110137.4358387,943
Rivers,Port Harcourt,Transportation,2410473220.882539,958
